""ID","Labels","Properties"
"1646","[""__Entity__"",""Characteristic""]","{""id"":""crystal-clear sea""}"
"1647","[""__Entity__"",""Activity""]","{""id"":""fun water sports""}"
"1648","[""__Entity__"",""Characteristic""]","{""id"":""pleasant pebbles underfoot""}"
"1649","[""__Entity__"",""Activity""]","{""id"":""aqua park""}"
"1650","[""__Entity__"",""Beach""]","{""id"":""Plaža Omorika""}"
"1651","[""__Entity__"",""Activity""]","{""id"":""slide""}"
"1652","[""__Entity__"",""Characteristic""]","{""id"":""hot fine sand""}"
"1653","[""__Entity__"",""Characteristic""]","{""id"":""swing in the crystal-clear sea""}"
"1654","[""__Entity__"",""Characteristic""]","{""id"":""clean water""}"
"1655","[""__Entity__"",""Characteristic""]","{""id"":""scent of pine trees""}"
"1656","[""__Entity__"",""Characteristic""]","{""id"":""pleasant shade of the seaside terrace""}"
"1657","[""__Entity__"",""Beach""]","{""id"":""Grabrova Beach""}"
"1658","[""Document""]","{""section"":""Poli mora beach"",""id"":""b456d75a5c8aac03fb374cc65250155f"",""text"":""It's never boring by the sea. Perhaps that's why this beach got its name - \""Poli mora\"". Here, the fun almost never sleeps. After a morning coffee in the fresh sea air, it's time for the first swim, where you might even meet a cute sea creature. You should also try all the thrilling water sports, and the little ones will especially enjoy the endless slide or playing mini golf."",""embedding"":[-0.0015805676,0.02615248,-0.0067620976,-0.010263216,-0.014192186,-0.050539117,-0.0029319883,0.033863846,0.058144853,8.700339E-4,0.033935107,0.04994783,-4.702092E-4,-0.028813785,-0.01307985,-0.05114943,-0.009127609,-0.030360598,-0.042712152,0.02028019,-0.0372089,0.04680641,-0.061343666,-0.028447099,-0.018095167,-0.009869462,0.02005319,0.0036705062,0.083540335,0.041579362,-0.001117825,0.0148576135,0.019604314,-0.0061762594,0.017642254,0.013595327,0.024923442,-0.032905117,0.0071494696,-0.029107245,-8.732887E-4,-0.0065377885,0.038702186,-0.0028529533,-0.026038267,0.012401231,-0.014619016,-0.031049429,-0.016182303,-0.01994746,0.010204573,0.014889198,0.04081148,0.0060462523,-0.016639795,-0.011053468,-0.0152213015,0.0026699416,-7.869469E-4,0.033076715,-0.019374108,0.0038328026,-0.0040857764,-0.0314568,0.003733233,0.017742325,-0.01262343,0.01981904,0.019937199,-0.036768418,0.0057612034,0.027705027,0.014854747,-0.009595429,-0.021340024,0.06120284,-0.026411524,0.018153654,-0.020849213,0.042149346,-0.017570632,0.03962274,0.034777377,0.016067045,-0.066091865,-0.022426635,0.012365184,0.04592761,0.022007275,0.0034180859,0.015531093,0.04620604,-0.036792964,-0.014542587,0.027307816,0.032425065,0.007936994,0.010335431,-0.016423874,0.0019329152,0.02702209,0.03322648,-0.0030235343,0.032821238,-0.0137943765,0.037839968,-0.035746574,-0.010874939,-0.009395706,-0.003354889,-0.0035577882,0.02523187,0.025537888,-0.023454469,0.033667132,0.021004435,0.008827387,-0.0041664843,-0.017173791,-0.03214182,-0.05349943,0.038812883,0.026042128,-0.0029352051,0.0017478296,-0.037294865,-0.014906081,0.060117513,-0.04496073,0.015757902,-0.052668575,-0.036407292,0.0678008,-1.690084E-5,0.02294113,0.026984343,-0.02687691,-0.003945038,0.014744897,-0.02429836,0.037664585,0.011376496,0.023781242,0.08188983,0.03840477,0.05408546,0.008818164,-0.001701729,-0.049410746,0.008953354,-0.0362789,-0.02655852,9.3738193E-4,0.01665674,-0.0028743602,0.013462225,-0.035214134,-0.004184306,0.0014894259,0.0077733505,-0.032112785,-0.004678358,-0.016591333,0.04202787,0.003980784,-0.0081048785,0.012839846,0.0026407782,0.018231934,-0.026176414,0.019957254,0.024711752,-0.026348354,-0.014588779,0.014437199,0.016689058,0.01971506,-0.028348,0.017855547,0.0013159517,-0.002133724,-0.015194532,0.0010170981,0.034517784,0.01044732,-0.022027621,-0.021711396,-0.006110637,-0.0311538,0.004854713,0.029087022,-0.02093841,-0.00581125,-0.025284378,0.02796887,0.022668092,-0.016031606,0.019579757,-0.028651942,-0.048267234,-0.08463313,0.046564978,0.0014904495,0.046341874,0.041734744,-0.018740365,-0.017782265,0.068236895,0.0022110553,-0.012577627,0.051138833,0.011810004,-0.03405432,-0.037004776,0.03608053,-0.01951427,-0.03327802,0.032376736,-0.037817612,-0.003022067,-0.018664861,0.028966982,0.013277618,0.019988783,-0.02686846,0.0039704307,-0.015986776,0.016314024,0.023525273,0.04420762,-0.018628089,0.0019633006,0.011578926,0.06011561,0.008757912,0.02334143,0.030250063,0.025510453,0.015849099,-0.01915829,0.0015120532,0.06594734,0.073275946,0.002287654,0.020430138,0.047504604,0.024691936,-0.012801799,-0.015560102,0.030367158,-0.0093197245,0.014578671,0.020088295,0.01797766,-0.017182453,0.017430069,0.056060083,-0.005323764,-0.018246276,-0.011763704,-0.03131749,0.012865814,-0.010832294,0.00817851,0.005976469,0.03584254,-0.006262565,-0.00893268,-0.014734137,-0.04555624,-0.02301863,-0.01211552,-0.05159125,-0.029277561,-0.05781835,-0.0049067456,0.055295013,-0.02838671,0.032969348,-0.010402706,-0.030876964,-0.0069520213,-0.010868247,0.06298095,0.019335214,0.019582821,-0.021852026,-0.033776473,0.031269502,-0.004734986,-0.030622376,0.07787115,-0.024317415,0.005088105,0.012475276,-0.013550779,0.05683858,-0.0038531434,-0.02079475,-0.020858312,-0.0016289583,-0.012656678,-0.0027393987,-0.0024466652,-0.01740777,0.023447476,-0.005504653,0.027312981,0.019695027,0.02940855,0.0052288966,0.057289038,-0.011738908,-6.3630135E-4,-0.034606792,0.03254122,0.01188959,0.012686701,0.004613016,0.015830375,-0.019463187,0.009322672,0.011695463,-0.008791032,0.0012975165,0.022426307,0.046469357,-0.067400865,0.041194666,-0.022190046,-0.018241169,-0.03131977,-0.03001859,0.029100245,0.02537228,0.042583063,0.005809038,-0.02877729,-0.052681282,0.014781038,-0.02013711,-0.0012730745,-0.0043401686,0.023859164,-0.068029754,0.002369983,-0.007891711,0.009660521,-0.022780769,0.012614363,-0.019003965,0.046968672,0.023617856,-0.008385677,-0.039155606,0.051684428,-0.03311758,-0.0014961078,0.052852646,0.051883727,0.01717276,0.033007402,0.04712692,-0.008620015,0.015417675,-0.027256763,0.035487127,0.01748715,0.027648296,-0.06798724,0.042885356,-0.006257629,-0.04001932,-0.0055014123,-0.027681561,-0.067738764,0.062708706,0.031597834,0.01494716,-0.024798533,0.039105486,-0.053923585,0.019971387,0.025912099,-0.0075828135,0.023550155,0.007083283,-0.030325579,-0.032828823,-0.036778726,0.029883536,-0.01305845,0.015442291,-0.031119218,-0.026731249,-0.04009716,0.05814054,-0.0068128114,0.025728151,-0.015481084,-0.027992848,0.008456198,0.010050326,0.039002024,-0.010957982,0.026022498,-0.017915694,0.035069346,0.026385652,-0.025970992,-0.030247366,-0.03889986,-3.7468958E-4,0.0111769205,-0.0025618686,0.03560866,-0.05310161,0.017989144,-0.015375202,0.020308677,-0.019380415,-0.03126468,-0.014778498,0.01067189,0.015185966,-0.03904935,-0.020685436,-0.03554383,0.07740706,0.013032181,-0.051512633,0.029651927,-0.010789457,-0.03669241,-0.03540184,0.004556314,0.047124993,-0.05190693,-0.015885133,-0.028421443,0.017254444,0.06969466,0.024095489,-0.0023356,-0.014139541,-0.031288847,0.027526133,0.023877056,-0.011160538,-0.0699595,0.007710319,-0.02070504,-0.011982713,-0.0235515,-0.014096758,0.0055118343,-0.047490135,0.0059203166,0.036492243,-0.036456265,0.02116962,0.043362856,0.026692756,0.03190235,-0.014026107,-0.014037116,-0.047055293,-0.01318321,0.049032714,0.025180412,-0.046712764,0.009790174,0.033134893,-0.055151746,0.017812362,-0.012013453,0.02520072,0.016812246,-0.037089106,-0.023559738,-0.024575159,0.019048242,0.0025966694,0.010683072,-0.01347021,-0.050129265,0.007493098,0.010136021,-0.014904523,0.036385555,0.015341968,-0.032000557,-0.0076559167,-0.04705479,0.01379658,-0.034952585,-0.04204128,0.012804637,0.008790917,-0.01253523,0.031310815,0.0038515748,-0.019301277,-0.021813532,-0.04521254,-0.021433368,-0.013296589,0.04735798,0.020109115,0.035658844,-0.034605674,0.012504719,-0.02010056,-0.018202843,0.03334332,-0.021830654,0.013194622,-0.0397856,-0.01755265,0.05132083,0.01301951,-0.088417836,-0.021081273,0.025184663,0.0073418915,-0.0035861183,-0.0330964,-0.053663827,-0.05973086,-0.09424215,-0.042437516,-0.045473546,-0.031147216,-0.025915151,0.004024191,-0.034356624,0.012325318,0.012632139,-0.022170905,0.07608905,-0.038266078,0.0041441806,-0.013973965,-0.0035013943,-0.015029181,0.023941418,-0.030857312,0.019110817,0.035053987,0.024207203,0.017350871,-8.7374594E-4,0.007359468,0.031541985,-0.0138156405,0.019464208,-0.021179432,-0.0017739199,0.009492268,0.015415599,-0.04572685,0.057258017,-0.023556424,-0.009963675,-0.033068392,-0.031767804,-0.020776035,0.0015282339,0.030573329,-0.040982183,-0.042116836,-5.5970817E-5,0.035544563,0.009223038,-0.014144707,-0.018514758,-0.057781383,-0.024113704,-0.051317357,0.055968538,-0.020361762,-0.036334787,-0.033635523,0.03185221,0.027982863,-0.012312141,-0.017043732,0.08981607,-0.013704898,-0.032314736,-0.07998701,0.0072053545,0.021329934,0.04165756,-0.012427328,0.0054341517,0.005442738,0.001835103,-0.029764146,-0.097041264,-0.08506209,0.021945778,0.05724204,-0.033242103,0.037198126,0.010022699,-0.036426093,-0.052747827,0.020949582,0.076082,-0.034715723,0.035409816,-0.0012417431,-8.394322E-5,-0.004767919,0.011552931,0.0031233176,-0.008101813,0.041220076,1.592849E-4,-0.057671797,0.019291703,0.040357087,-0.047726315,-0.035484638,0.0108879255,0.0019650958,-0.040078353,-0.0184077,6.0567184E-4,-0.0093008,0.018394599,-0.0064707757,-0.010838065,0.008325871,8.195215E-4,-0.008809097,0.06175946,-0.019232817,-0.050763115,0.027964555,-0.014492474,-0.0026098585,-0.03710906,-0.00526757,-0.008488212,0.028002033,0.020393727,-0.0275942,-0.036397964,0.020389196,-0.0036008589,0.038239893,-0.009743033,-8.075613E-5,0.036858913,-0.08542704,0.0026496106,-0.00821756,0.062461603,-0.019131633,0.005312742,-0.009649641,-0.02247648,0.0011558704,-0.009472112,-0.01520564,0.015695002,-0.041894197,-0.066282,-0.037743803,-0.07624783,-0.029240739,-0.0042347037,-0.00596206,0.007841045,-0.033458564,0.014438613,0.011759077,0.0142520415,0.075647034,-0.0090243975,0.04021007,-0.07997847,-0.067231916,0.010759591,-0.0036635755,0.0034729447,0.024252154,0.023116373,0.006938856,-0.0077968473,0.03163096,0.015028966,0.0019175686,0.037650444,0.016438864,0.010121886,0.02593435,0.032816272,0.004489857,0.032212403,0.005688666,-0.02169197,-0.012365834,0.0071515404,0.001730065,-0.0022432692,0.03688641,-0.013088865,-0.017564045,0.010286642,-0.002923808,0.008059366,0.0010128292,0.009989559,0.019614702,-0.038470294,-0.013450629,0.026379172,0.058744434,-0.0019981146,-0.016911669,0.008293454,-0.008397833,0.033809703,-0.03121038,0.020147923,0.011056773,0.05624775,-0.023853553,-0.0042309435,0.014429281,-0.021462278,0.006896193,-0.03591671,-0.02073852,-0.025433898,0.006931196,-0.0038865868,-0.011850356,0.016460566,-0.067877874,-0.0038974765,-0.047107648,-0.013780496,0.009767904,-0.05300554,-0.0045594713,0.0010500795,-0.022037135,-0.030602159,0.010483118,-0.02268393,0.03196786,-0.013915333,-0.020545501,0.0034578897,0.019605653,0.007681408,0.023259405,-0.031266656,0.009550909,0.02934532,0.035336487,-0.049337585,-0.044192284,-0.013413348,-0.00487589,0.028513653,-0.007712789,-0.03205703,0.034057565,-0.0019160291,0.0057135206,-0.021254646,0.040015988,-0.016936732,0.027712675,0.0122592095,-0.040395617,-0.009519717,-0.0022926114,-0.0145419985,0.010423082,-0.031432327,0.01745803,0.015534273,-0.022510381,0.03695654,-0.012951741,0.05028925,-0.037652165,0.032935742,-0.026412262,-0.0038233383,0.037693046,0.016854202,0.00786814,0.001946065,-0.0059294216,-0.033490032,-0.013889292,0.022463907,0.010061541,0.018276818,0.006285416,-0.024895698,0.021211421,-0.0016037426,-0.025034027,-0.026211247,-0.025272263,-0.017969191,-0.0045625446,-0.011112941,0.024784734,-0.0044379844,0.033433113,-0.025612742,-0.022838457,-0.0015238543,0.033988956,-0.007708767,-0.001450589,0.05840572,0.0061209137,-0.029442444,0.029840114,-0.006649781,0.0019693468,0.016507333,0.031476203,0.015403312,-0.033687226,-0.021742046,-0.011229696,-0.036675453,0.07380404,-0.015285121,-0.04397748,0.005873399,-2.2616643E-6,-0.019168258,-0.042697474,-0.018001877,-0.011608354,0.0021730387,-0.0048538125,-0.03312501,0.0018379745,0.011105406,0.008606185,0.028699977,0.012381527,0.08011122,-0.020741124,0.024622895,0.08623565,-0.051332526,-0.019174531,-0.019690344,0.007567096,-0.006282045,0.019168133,-0.04070909,0.0388778,-0.007207406,-0.05634434,0.0013650667,0.05187832,-0.027630135,-0.017781641,0.006153186,-0.004396538,0.0016949499,0.015779275,-0.014323367,-0.014523262,0.010392746,0.02386564,-0.042758122,-0.005626107,-0.020424392,-0.075748466,0.0193776,-0.03803329,-0.06147111,-0.018411452,-0.042787313,0.0069412375,0.021449443,0.01873631,-0.055709265,0.019007562,0.02126742,0.0015827828,0.0047344607,-0.03670315,-0.020541409,0.040033408,0.047999486,-0.004653,0.008880752,0.009612106,-0.067588665,0.027315905,-0.040102944,0.05073773,0.03746867,-0.010071569,0.017498422,0.02185297,-0.04538721,-0.01147337,0.009534883,0.03734171,0.017462187,0.0065772566,-0.06073352,-0.013730138,-0.042787194,0.038353197,-0.00550977,0.007188816,0.0045031738,-0.04847956,0.013220715,-0.07723376,0.25371096,0.04776383,0.0061375205,-0.025598539,0.00941587,0.021665871,0.025292942,-0.009759658,0.053028744,0.016181687,0.07114506,-0.018882586,0.012899717,0.032939296,0.06114151,0.045040425,-0.03167362,0.01913585,0.027407879,0.0038557576,-5.3886865E-4,0.0117122885,0.027775876,-0.0069252434,0.011405693,0.011207233,-0.015831947,-0.015333822,-0.03543414,-0.039963834,0.010384161,-0.046593376,0.025176711,-0.023824206,-0.022476953,-0.012706831,-0.055191077,-0.028042512,0.023613663,-0.012052752,-0.038794477,-0.011033469,0.030009188,0.013877928,0.006690907,0.03665173,-0.03052277,0.04928484,0.01333273,-0.010723767,0.028576456,-0.040633943,0.0478367,0.016817274,-0.056637093,0.017434476,0.025530474,-0.048289094,-0.009584076,0.020549553,0.026240883,-0.049692046,-0.017296294,0.03699965,-0.048137102,0.042005204,0.0026744644,0.0025405854,-0.03612918,-0.05192622,-0.014547039,-0.0029020128,0.024085758,-0.045685124,0.03920394,-0.01362257,-0.010890081,-0.040114,0.029543122,0.0016644138,0.0040672733,-0.039038036,-0.014188039,0.018415991,0.0145068625,0.048192132,0.010257516,0.030275207,-0.039458867,0.041008186,0.04240233,0.03439438,-0.0062041376,-0.01580488,-0.012028698],""city"":""Crikvenica""}"
"1659","[""__Entity__"",""Location""]","{""id"":""the sea""}"
"1660","[""__Entity__"",""Group""]","{""id"":""the little ones""}"
"1661","[""__Entity__"",""Person""]","{""id"":""You""}"
"1662","[""__Entity__"",""Entity""]","{""id"":""a cute sea creature""}"
"1663","[""__Entity__"",""Activity""]","{""id"":""endless slide or playing mini golf""}"
